YearsExperience,Education,JobRole,Location,SkillsScore(1-5),CompanySize,Salary(LPA)
13,Bachelors,ML Engineer,Bangalore,5,Enterprise,66.64
3,Masters,Data Analyst,Bangalore,1,Enterprise,17.68
12,Masters,BI Analyst,Bangalore,4,Startup,54.36
9,PhD,Data Scientist,Bangalore,5,Enterprise,57.78
17,Bachelors,Data Scientist,Hyderabad,4,Startup,63.29
7,Masters,Data Analyst,Pune,5,Startup,46.99
7,PhD,Data Analyst,Mumbai,4,Enterprise,36.99
6,Masters,BI Analyst,Hyderabad,5,Startup,34.9
7,Bachelors,ML Engineer,Bangalore,4,Startup,42.81
13,Masters,BI Analyst,Hyderabad,2,Mid,48.1
18,Bachelors,ML Engineer,Delhi,4,Startup,69.94
5,Bachelors,Data Scientist,Bangalore,2,Mid,29.24
0,Masters,ML Engineer,Mumbai,2,Mid,17.39
14,Masters,ML Engineer,Bangalore,1,Mid,52.75
0,Bachelors,Data Scientist,Mumbai,2,Mid,19.89
16,PhD,Data Scientist,Mumbai,3,Enterprise,61.81
0,Masters,Data Scientist,Pune,2,Enterprise,20.31
14,Bachelors,BI Analyst,Pune,4,Startup,54.67
1,PhD,Data Scientist,Hyderabad,2,Startup,24.73
13,Bachelors,Data Analyst,Hyderabad,4,Startup,57.08
20,PhD,Data Scientist,Mumbai,4,Enterprise,78.98
7,Masters,Data Scientist,Bangalore,3,Mid,41.59
7,Bachelors,Data Scientist,Delhi,2,Enterprise,28.01
18,Masters,ML Engineer,Delhi,2,Enterprise,66.4
6,Masters,BI Analyst,Bangalore,5,Startup,47.73
18,Masters,Data Scientist,Bangalore,5,Startup,71.93
5,PhD,BI Analyst,Pune,1,Startup,24.53
5,Masters,Data Analyst,Delhi,4,Mid,38.06
2,Masters,Data Analyst,Mumbai,3,Mid,25.64
6,PhD,Data Scientist,Hyderabad,5,Enterprise,44.82
18,Masters,Data Analyst,Pune,2,Mid,58.69
7,Bachelors,BI Analyst,Delhi,1,Startup,23.3
9,PhD,ML Engineer,Bangalore,3,Mid,47.19
19,Bachelors,Data Scientist,Delhi,2,Mid,64.67
14,Masters,Data Analyst,Mumbai,2,Mid,48.62
14,PhD,BI Analyst,Pune,4,Mid,63.55
0,Masters,BI Analyst,Bangalore,4,Startup,20.48
19,Masters,Data Analyst,Mumbai,5,Startup,75.87
6,Masters,BI Analyst,Hyderabad,5,Enterprise,46.09
3,Bachelors,BI Analyst,Pune,2,Enterprise,18.47
5,PhD,Data Scientist,Mumbai,2,Enterprise,31.51
0,Bachelors,BI Analyst,Mumbai,5,Mid,21.59
4,Bachelors,Data Analyst,Bangalore,5,Mid,32.5
0,Bachelors,Data Scientist,Hyderabad,2,Startup,13.64
3,Masters,Data Analyst,Mumbai,3,Enterprise,23.77
1,Masters,ML Engineer,Pune,2,Startup,21.1
9,Masters,Data Analyst,Mumbai,3,Enterprise,41.57
4,Bachelors,Data Analyst,Delhi,3,Enterprise,26.93
9,Bachelors,Data Scientist,Pune,2,Enterprise,39.87
0,Bachelors,BI Analyst,Pune,1,Mid,5.21
5,Bachelors,Data Analyst,Mumbai,5,Enterprise,37.57
12,Masters,Data Scientist,Bangalore,4,Enterprise,54.55
14,Bachelors,ML Engineer,Pune,2,Mid,50.13
3,Bachelors,Data Scientist,Delhi,3,Enterprise,25.75
12,Bachelors,Data Scientist,Bangalore,2,Mid,43.21
19,Bachelors,BI Analyst,Bangalore,5,Mid,71.85
14,Bachelors,Data Analyst,Bangalore,3,Startup,49.11
7,Bachelors,ML Engineer,Pune,4,Mid,47.48
4,Masters,Data Scientist,Bangalore,4,Mid,31.49
14,Masters,Data Analyst,Mumbai,4,Mid,60.76
3,Masters,Data Analyst,Bangalore,1,Enterprise,16.59
11,PhD,Data Scientist,Delhi,3,Startup,51.33
12,Bachelors,Data Analyst,Hyderabad,3,Enterprise,45.27
1,Masters,Data Scientist,Delhi,1,Mid,18.02
18,PhD,Data Scientist,Pune,3,Mid,66.06
18,Bachelors,Data Scientist,Bangalore,1,Startup,51.73
3,PhD,ML Engineer,Bangalore,2,Startup,32.7
3,Bachelors,Data Scientist,Mumbai,5,Mid,30.61
10,Bachelors,BI Analyst,Bangalore,4,Mid,44.9
4,Bachelors,Data Analyst,Delhi,1,Enterprise,14.71
19,Masters,ML Engineer,Pune,1,Mid,59.08
10,Masters,Data Analyst,Hyderabad,1,Enterprise,29.58
9,Masters,ML Engineer,Bangalore,2,Startup,44.92
7,Bachelors,BI Analyst,Hyderabad,1,Enterprise,24.78
5,Bachelors,ML Engineer,Bangalore,5,Mid,41.48
5,Bachelors,ML Engineer,Pune,5,Enterprise,43.01
7,Bachelors,ML Engineer,Delhi,4,Enterprise,40.52
14,PhD,Data Analyst,Pune,2,Startup,49.99
13,Bachelors,Data Scientist,Hyderabad,5,Enterprise,59.1
10,Masters,Data Analyst,Bangalore,3,Mid,43.69
11,Masters,Data Scientist,Hyderabad,3,Enterprise,50.08
12,Bachelors,Data Analyst,Delhi,3,Enterprise,39.88
7,Masters,BI Analyst,Pune,1,Enterprise,28.49
17,Bachelors,BI Analyst,Hyderabad,1,Mid,43.12
0,Bachelors,ML Engineer,Hyderabad,3,Enterprise,23.79
14,Bachelors,BI Analyst,Delhi,4,Mid,53.96
7,Masters,ML Engineer,Bangalore,4,Enterprise,50.07
10,Bachelors,Data Scientist,Hyderabad,1,Startup,32.48
11,Masters,BI Analyst,Delhi,3,Startup,48.24
11,Masters,Data Scientist,Bangalore,4,Startup,49.9
3,Bachelors,Data Analyst,Bangalore,1,Mid,15.02
15,Masters,Data Scientist,Pune,3,Mid,52.39
3,Masters,Data Analyst,Delhi,2,Mid,24.85
4,Bachelors,Data Scientist,Bangalore,3,Enterprise,34.28
4,Bachelors,Data Scientist,Pune,3,Mid,27.01
7,Masters,BI Analyst,Mumbai,5,Mid,45.67
9,Bachelors,Data Scientist,Delhi,5,Mid,51.43
16,Masters,BI Analyst,Mumbai,2,Mid,48.75
8,Bachelors,BI Analyst,Bangalore,2,Startup,28.95
18,Bachelors,ML Engineer,Delhi,3,Enterprise,63.27
13,Bachelors,ML Engineer,Pune,4,Startup,65.42
7,Bachelors,Data Analyst,Bangalore,2,Enterprise,31.94
8,Masters,Data Scientist,Delhi,3,Enterprise,41.05
10,Bachelors,Data Analyst,Delhi,1,Startup,33.84
0,Masters,Data Scientist,Mumbai,5,Mid,32.13
13,PhD,ML Engineer,Bangalore,4,Startup,65.98
4,Masters,ML Engineer,Pune,3,Enterprise,31.94
20,Masters,Data Scientist,Pune,1,Enterprise,65.62
13,Bachelors,Data Scientist,Bangalore,5,Mid,57.4
3,Bachelors,ML Engineer,Bangalore,1,Startup,18.55
0,Masters,ML Engineer,Hyderabad,3,Enterprise,27.27
18,Bachelors,Data Analyst,Mumbai,2,Startup,56.24
7,Masters,ML Engineer,Bangalore,5,Mid,51.37
14,Bachelors,Data Scientist,Bangalore,1,Mid,46.62
20,Masters,Data Analyst,Hyderabad,2,Enterprise,59.52
14,PhD,Data Scientist,Hyderabad,4,Mid,69.13
8,PhD,BI Analyst,Delhi,3,Enterprise,40.2
20,Masters,Data Analyst,Pune,3,Enterprise,67.23
8,Masters,Data Scientist,Mumbai,5,Mid,56.28
9,Masters,ML Engineer,Delhi,1,Mid,35.97
19,Masters,BI Analyst,Bangalore,4,Startup,72.67
20,Bachelors,Data Scientist,Hyderabad,5,Startup,75.86
8,Bachelors,Data Analyst,Pune,5,Enterprise,42.17
2,Bachelors,Data Scientist,Delhi,1,Startup,14.15
19,PhD,BI Analyst,Pune,4,Enterprise,74.3
10,Bachelors,Data Analyst,Hyderabad,1,Mid,34.54
5,Masters,BI Analyst,Delhi,3,Mid,32.18
1,Masters,Data Scientist,Delhi,2,Startup,15.61
6,Masters,ML Engineer,Pune,3,Enterprise,41.81
17,Masters,ML Engineer,Hyderabad,3,Enterprise,65.87
1,Bachelors,Data Scientist,Bangalore,5,Startup,27.59
16,Masters,Data Scientist,Delhi,3,Enterprise,61.94
10,Masters,Data Scientist,Bangalore,4,Enterprise,54.4
11,Bachelors,Data Analyst,Hyderabad,3,Mid,42.92
18,Bachelors,BI Analyst,Delhi,4,Enterprise,66.97
6,Masters,BI Analyst,Delhi,1,Enterprise,26.29
19,Masters,BI Analyst,Bangalore,5,Enterprise,75.53
5,Bachelors,Data Scientist,Mumbai,4,Startup,35.08
20,Masters,BI Analyst,Bangalore,3,Startup,69.96
0,Masters,Data Scientist,Bangalore,5,Startup,34.24
16,Bachelors,Data Analyst,Mumbai,5,Enterprise,66.28
10,PhD,ML Engineer,Hyderabad,4,Enterprise,56.06
17,Masters,Data Scientist,Hyderabad,4,Startup,70.76
20,Masters,Data Scientist,Delhi,2,Startup,67.16
16,Masters,ML Engineer,Pune,2,Enterprise,56.48
6,Bachelors,ML Engineer,Pune,5,Enterprise,44.76
16,Bachelors,Data Analyst,Delhi,2,Mid,48.81
19,Bachelors,BI Analyst,Pune,3,Startup,56.14
8,Bachelors,Data Scientist,Bangalore,1,Enterprise,32.71
16,Bachelors,BI Analyst,Bangalore,5,Startup,73.2
19,PhD,Data Scientist,Mumbai,1,Startup,65.73
7,Masters,Data Analyst,Mumbai,2,Startup,32.29
16,Masters,ML Engineer,Delhi,4,Mid,66.85
6,PhD,Data Analyst,Delhi,5,Enterprise,43.12
0,Masters,ML Engineer,Delhi,2,Enterprise,21.45
12,Bachelors,BI Analyst,Bangalore,3,Startup,48.2
18,Bachelors,BI Analyst,Pune,5,Enterprise,66.68
18,Masters,Data Analyst,Delhi,5,Mid,79.39
16,Masters,ML Engineer,Delhi,4,Startup,64.25
12,Bachelors,Data Analyst,Bangalore,5,Mid,54.97
15,Masters,ML Engineer,Bangalore,4,Mid,66.21
7,Bachelors,ML Engineer,Bangalore,2,Enterprise,34.82
18,Masters,BI Analyst,Pune,3,Enterprise,60.99
17,Masters,BI Analyst,Delhi,3,Mid,60.55
0,Masters,ML Engineer,Hyderabad,5,Enterprise,33.15
13,PhD,ML Engineer,Hyderabad,5,Mid,72.56
18,Masters,ML Engineer,Delhi,2,Mid,69.06
14,PhD,BI Analyst,Delhi,4,Startup,59.43
17,PhD,BI Analyst,Delhi,3,Mid,58.37
1,Masters,Data Scientist,Delhi,4,Mid,30.35
16,Masters,ML Engineer,Pune,2,Enterprise,60.24
17,Bachelors,Data Scientist,Hyderabad,3,Startup,60.62
5,Bachelors,ML Engineer,Mumbai,3,Enterprise,36.1
18,Masters,BI Analyst,Hyderabad,1,Startup,57.84
3,Bachelors,Data Scientist,Hyderabad,2,Enterprise,24.7
0,Bachelors,Data Scientist,Bangalore,2,Mid,16.59
7,PhD,Data Analyst,Delhi,1,Startup,32.56
6,PhD,ML Engineer,Delhi,4,Startup,48.15
2,Masters,BI Analyst,Delhi,1,Startup,12.46
9,Bachelors,Data Analyst,Bangalore,2,Startup,37.95
9,Bachelors,Data Analyst,Pune,4,Enterprise,42.91
18,Bachelors,ML Engineer,Pune,3,Enterprise,62.86
13,Bachelors,Data Analyst,Mumbai,1,Startup,35.32
1,Bachelors,ML Engineer,Pune,4,Startup,26.65
0,Bachelors,Data Analyst,Pune,4,Startup,17.3
17,PhD,ML Engineer,Delhi,4,Enterprise,75.81
6,Masters,BI Analyst,Hyderabad,1,Startup,24.37
7,Bachelors,ML Engineer,Pune,3,Startup,41.63
0,Bachelors,ML Engineer,Pune,4,Startup,30.51
2,Masters,Data Scientist,Bangalore,1,Enterprise,21.03
7,Bachelors,BI Analyst,Mumbai,2,Mid,30.7
14,PhD,BI Analyst,Bangalore,1,Mid,47.96
4,Bachelors,BI Analyst,Delhi,1,Enterprise,16.53
2,Bachelors,Data Analyst,Hyderabad,1,Mid,11.93
18,Bachelors,Data Scientist,Mumbai,4,Startup,68.95
0,Bachelors,BI Analyst,Bangalore,1,Startup,4.62
14,Masters,Data Analyst,Pune,2,Enterprise,48.44
7,Masters,Data Analyst,Pune,4,Enterprise,38.57
1,Masters,Data Analyst,Mumbai,2,Mid,20.92
2,Bachelors,Data Scientist,Pune,5,Mid,35.45
13,Masters,Data Analyst,Bangalore,1,Startup,48.11
13,Masters,Data Scientist,Bangalore,4,Enterprise,55.93
10,PhD,ML Engineer,Pune,4,Mid,55.05
15,Bachelors,Data Analyst,Pune,1,Mid,43.67
3,Bachelors,BI Analyst,Delhi,3,Startup,21.52
19,Masters,Data Analyst,Hyderabad,3,Startup,66.71
4,Masters,ML Engineer,Mumbai,2,Startup,30.45
20,Bachelors,ML Engineer,Bangalore,1,Startup,60.03
13,Bachelors,Data Analyst,Mumbai,1,Mid,41.96
15,Bachelors,ML Engineer,Delhi,5,Enterprise,61.95
17,PhD,Data Scientist,Bangalore,3,Enterprise,67.93
6,Bachelors,Data Scientist,Delhi,3,Startup,32.25
9,PhD,Data Analyst,Delhi,1,Startup,37.55
6,Masters,Data Scientist,Pune,2,Mid,35.57
0,PhD,Data Scientist,Mumbai,1,Startup,9.67
20,Masters,BI Analyst,Mumbai,2,Enterprise,62.37
18,Bachelors,Data Analyst,Pune,3,Startup,59.87
15,PhD,ML Engineer,Mumbai,5,Enterprise,66.43
18,Bachelors,Data Analyst,Pune,4,Startup,64.88
3,PhD,Data Scientist,Bangalore,3,Startup,31.12
17,Masters,BI Analyst,Delhi,2,Enterprise,52.18
1,Bachelors,Data Analyst,Delhi,1,Mid,7.95
0,Masters,Data Analyst,Mumbai,3,Mid,17.03
14,PhD,Data Scientist,Hyderabad,5,Startup,66.39
4,Bachelors,Data Scientist,Delhi,2,Startup,25.16
19,Masters,Data Analyst,Pune,1,Enterprise,59.04
10,Masters,Data Scientist,Hyderabad,4,Enterprise,50.77
9,Masters,Data Scientist,Hyderabad,2,Startup,42.91
1,Bachelors,Data Scientist,Delhi,1,Enterprise,9.76
2,Bachelors,Data Scientist,Delhi,4,Mid,29.26
11,Bachelors,Data Scientist,Delhi,1,Mid,43.22
19,Masters,BI Analyst,Pune,4,Enterprise,64.83
4,Bachelors,Data Scientist,Hyderabad,4,Enterprise,28.71
4,PhD,ML Engineer,Mumbai,4,Enterprise,46.44
5,Bachelors,Data Analyst,Pune,1,Mid,20.16
8,Masters,BI Analyst,Bangalore,4,Startup,41.4
1,Bachelors,BI Analyst,Delhi,2,Enterprise,11.01
20,Bachelors,Data Scientist,Hyderabad,5,Enterprise,76.39
11,Bachelors,Data Analyst,Pune,5,Enterprise,52.3
2,Bachelors,ML Engineer,Bangalore,4,Startup,32.22
19,Masters,Data Scientist,Pune,5,Enterprise,73.68
11,PhD,Data Analyst,Pune,5,Enterprise,56.89
16,Masters,Data Scientist,Mumbai,4,Mid,63.7
9,PhD,Data Scientist,Mumbai,4,Enterprise,53.54
13,PhD,Data Scientist,Pune,2,Mid,48.96
16,Masters,Data Scientist,Bangalore,3,Startup,61.13
17,Masters,Data Scientist,Hyderabad,1,Enterprise,62.2
18,Masters,Data Scientist,Hyderabad,4,Enterprise,66.75
16,Bachelors,Data Scientist,Delhi,4,Mid,60.16
13,Masters,ML Engineer,Delhi,5,Startup,65.42
8,Bachelors,BI Analyst,Hyderabad,2,Startup,22.37
7,Masters,ML Engineer,Pune,5,Mid,47.02
1,Masters,Data Scientist,Pune,4,Startup,30.33
12,Bachelors,Data Scientist,Mumbai,4,Startup,52.27
6,Bachelors,ML Engineer,Mumbai,5,Startup,49.06
8,PhD,ML Engineer,Delhi,4,Startup,51.49
10,Masters,BI Analyst,Hyderabad,3,Startup,42.52
13,Bachelors,ML Engineer,Pune,1,Startup,42.59
3,Masters,BI Analyst,Hyderabad,1,Startup,16.67
12,Masters,Data Scientist,Bangalore,1,Startup,38.67
1,Masters,Data Analyst,Hyderabad,3,Enterprise,21.46
4,PhD,Data Analyst,Bangalore,4,Mid,33.69
10,Masters,Data Analyst,Mumbai,5,Startup,48.87
5,Bachelors,Data Analyst,Mumbai,2,Mid,22.08
17,Masters,Data Scientist,Delhi,4,Startup,69.15
20,PhD,Data Analyst,Hyderabad,3,Startup,70.93
9,Bachelors,ML Engineer,Hyderabad,3,Enterprise,46.1
3,Bachelors,ML Engineer,Bangalore,1,Mid,17.93
8,Bachelors,Data Analyst,Mumbai,4,Mid,40.16
5,Masters,ML Engineer,Bangalore,1,Enterprise,33.61
1,Masters,BI Analyst,Mumbai,2,Enterprise,21.59
16,Masters,Data Scientist,Bangalore,1,Mid,48.08
4,PhD,Data Analyst,Mumbai,2,Startup,24.57
5,Masters,Data Analyst,Bangalore,3,Startup,36.59
11,Bachelors,Data Scientist,Mumbai,1,Mid,38.25
20,Bachelors,ML Engineer,Bangalore,1,Startup,60.93
9,Bachelors,Data Scientist,Hyderabad,5,Enterprise,49.19
20,Bachelors,Data Scientist,Delhi,3,Enterprise,68.18
5,Masters,ML Engineer,Bangalore,5,Enterprise,47.22
7,PhD,Data Scientist,Delhi,2,Mid,36.2
1,Bachelors,ML Engineer,Hyderabad,2,Mid,19.91
11,Masters,ML Engineer,Hyderabad,3,Mid,50.2
12,Masters,Data Scientist,Mumbai,2,Startup,47.31
20,Bachelors,BI Analyst,Delhi,3,Mid,62.29
6,Bachelors,ML Engineer,Pune,2,Mid,28.6
9,Bachelors,Data Scientist,Mumbai,4,Enterprise,50.03
12,Bachelors,ML Engineer,Delhi,1,Startup,42.09
16,PhD,BI Analyst,Bangalore,4,Startup,70.49
20,Bachelors,BI Analyst,Bangalore,3,Enterprise,58.7
13,Bachelors,Data Analyst,Hyderabad,3,Startup,43.35
1,Masters,ML Engineer,Pune,4,Mid,33.8
10,PhD,ML Engineer,Bangalore,1,Startup,43.29
0,Bachelors,Data Scientist,Delhi,1,Enterprise,7.03
18,Bachelors,ML Engineer,Delhi,5,Startup,78.11
20,Bachelors,Data Analyst,Bangalore,2,Enterprise,57.39
3,Bachelors,BI Analyst,Delhi,5,Mid,36.3
18,Bachelors,BI Analyst,Delhi,1,Mid,50.49
20,Masters,Data Analyst,Hyderabad,4,Enterprise,68.79
10,Bachelors,ML Engineer,Pune,2,Mid,39.99
7,Bachelors,ML Engineer,Hyderabad,4,Mid,47.92
10,Masters,Data Analyst,Pune,5,Startup,51.61
3,Bachelors,Data Scientist,Delhi,3,Mid,29.62
16,Bachelors,BI Analyst,Pune,4,Enterprise,63.6
6,Bachelors,Data Analyst,Delhi,5,Mid,39.66
7,PhD,Data Analyst,Delhi,5,Startup,47.63
2,Bachelors,ML Engineer,Hyderabad,5,Enterprise,35.09
1,PhD,BI Analyst,Hyderabad,3,Mid,25.96
14,Masters,ML Engineer,Mumbai,3,Mid,63.62
4,Bachelors,Data Analyst,Bangalore,3,Mid,22.42
0,PhD,Data Scientist,Mumbai,2,Enterprise,21.66
3,Bachelors,BI Analyst,Mumbai,3,Startup,24.23
14,Bachelors,Data Analyst,Pune,3,Enterprise,44.69
19,Masters,Data Analyst,Delhi,3,Enterprise,62.44
18,Masters,Data Scientist,Delhi,4,Startup,68.15
2,Masters,Data Analyst,Delhi,3,Enterprise,26.59
19,Bachelors,Data Analyst,Bangalore,2,Enterprise,60.42
10,Bachelors,BI Analyst,Pune,5,Mid,43.87
16,Masters,BI Analyst,Pune,4,Enterprise,64.32
12,Bachelors,BI Analyst,Delhi,1,Mid,37.83
10,Bachelors,ML Engineer,Mumbai,3,Enterprise,48.24
1,Bachelors,Data Scientist,Bangalore,5,Mid,31.36
8,Bachelors,BI Analyst,Mumbai,5,Mid,47.55
1,PhD,ML Engineer,Hyderabad,4,Mid,38.91
20,Bachelors,ML Engineer,Pune,1,Startup,56.6
8,PhD,Data Scientist,Pune,2,Enterprise,40.05
8,Bachelors,Data Scientist,Mumbai,5,Enterprise,46.94
7,Masters,Data Analyst,Bangalore,5,Enterprise,43.58
16,Bachelors,ML Engineer,Pune,5,Startup,68.54
0,Bachelors,BI Analyst,Mumbai,5,Mid,26.06
10,Bachelors,Data Scientist,Bangalore,4,Enterprise,44.11
7,Bachelors,ML Engineer,Mumbai,1,Startup,32.31
9,Masters,BI Analyst,Bangalore,5,Startup,48.99
6,PhD,ML Engineer,Delhi,2,Enterprise,41.02
2,Masters,Data Scientist,Bangalore,2,Mid,20.94
2,Bachelors,Data Analyst,Hyderabad,3,Startup,19.28
17,Bachelors,ML Engineer,Delhi,5,Enterprise,69.46
4,Bachelors,BI Analyst,Mumbai,5,Mid,33.26
11,Masters,Data Scientist,Delhi,5,Startup,55.5
11,Masters,Data Analyst,Delhi,5,Startup,56.2
18,PhD,BI Analyst,Mumbai,5,Enterprise,77.84
5,Bachelors,BI Analyst,Mumbai,2,Enterprise,25.16
1,Masters,BI Analyst,Hyderabad,1,Mid,12.67
11,Bachelors,ML Engineer,Mumbai,1,Enterprise,41.36
18,Masters,Data Scientist,Pune,3,Enterprise,65.59
4,Masters,BI Analyst,Pune,2,Mid,24.69
11,Masters,ML Engineer,Hyderabad,5,Enterprise,59.98
16,Masters,Data Scientist,Bangalore,1,Mid,54.41
16,Bachelors,Data Scientist,Bangalore,4,Mid,54.7
9,Masters,ML Engineer,Pune,4,Mid,45.2
16,Bachelors,ML Engineer,Mumbai,4,Enterprise,68.48
14,Masters,BI Analyst,Hyderabad,5,Mid,61.51
11,Bachelors,Data Scientist,Bangalore,5,Enterprise,57.65
15,Masters,Data Analyst,Bangalore,3,Mid,53.68
18,PhD,ML Engineer,Delhi,3,Enterprise,76.72
7,PhD,Data Scientist,Pune,3,Mid,41.89
20,Masters,Data Scientist,Mumbai,4,Startup,76.35
16,Masters,BI Analyst,Hyderabad,5,Startup,65.56
4,Masters,Data Analyst,Bangalore,4,Startup,30.91
15,Masters,BI Analyst,Delhi,3,Mid,50.28
5,PhD,Data Analyst,Pune,5,Enterprise,45.86
7,Bachelors,Data Analyst,Pune,2,Mid,29.99
17,PhD,ML Engineer,Hyderabad,1,Mid,60.58
11,PhD,Data Scientist,Bangalore,1,Mid,39.48
14,Masters,Data Scientist,Hyderabad,3,Mid,60.35
8,Bachelors,Data Scientist,Hyderabad,4,Enterprise,43.52
12,Bachelors,Data Analyst,Delhi,2,Mid,42.91
14,PhD,Data Scientist,Pune,5,Startup,68.09
9,Bachelors,ML Engineer,Mumbai,4,Startup,45.33
15,PhD,Data Analyst,Pune,3,Startup,61.48
6,Bachelors,Data Analyst,Pune,4,Mid,36.75
16,Bachelors,Data Analyst,Delhi,3,Enterprise,54.36
20,PhD,Data Analyst,Mumbai,1,Enterprise,62.8
6,Masters,ML Engineer,Bangalore,1,Enterprise,33.35
13,Masters,Data Scientist,Mumbai,4,Mid,60.18
14,Masters,ML Engineer,Bangalore,2,Enterprise,49.47
20,Bachelors,Data Scientist,Mumbai,5,Startup,72.03
6,Masters,ML Engineer,Hyderabad,3,Enterprise,42.1
8,Bachelors,BI Analyst,Mumbai,5,Mid,42.61
18,PhD,BI Analyst,Delhi,1,Mid,53.55
15,PhD,BI Analyst,Bangalore,2,Enterprise,55.12
7,Bachelors,BI Analyst,Pune,2,Mid,25.56
17,Masters,Data Analyst,Delhi,5,Enterprise,67.86
17,Masters,Data Analyst,Bangalore,1,Enterprise,53.86
19,Bachelors,ML Engineer,Bangalore,5,Startup,72.56
6,PhD,ML Engineer,Pune,4,Mid,43.3
2,Bachelors,BI Analyst,Hyderabad,2,Startup,11.97
17,Bachelors,Data Scientist,Delhi,2,Mid,53.22
9,Masters,BI Analyst,Pune,4,Enterprise,45.85
6,Masters,ML Engineer,Pune,1,Mid,29.04
16,Masters,BI Analyst,Hyderabad,2,Enterprise,57.91
13,Masters,ML Engineer,Delhi,3,Mid,58.07
2,Masters,BI Analyst,Pune,3,Startup,24.24
11,Masters,Data Scientist,Hyderabad,1,Startup,43.7
12,Bachelors,BI Analyst,Delhi,4,Enterprise,45.81
1,Bachelors,Data Scientist,Mumbai,5,Startup,33.5
2,Bachelors,Data Scientist,Bangalore,1,Enterprise,14.59
4,Bachelors,ML Engineer,Hyderabad,5,Enterprise,39.73
10,Masters,Data Scientist,Bangalore,1,Enterprise,39.33
7,Bachelors,Data Analyst,Mumbai,3,Mid,32.06
11,Bachelors,Data Analyst,Pune,4,Enterprise,47.95
6,Bachelors,Data Analyst,Pune,3,Startup,30.6
14,PhD,ML Engineer,Delhi,4,Mid,67.52
16,PhD,Data Analyst,Hyderabad,5,Startup,68.38
3,Masters,ML Engineer,Hyderabad,1,Enterprise,26.48
12,PhD,ML Engineer,Delhi,2,Enterprise,46.67
17,Masters,Data Analyst,Bangalore,2,Startup,57.72
0,Masters,Data Scientist,Pune,4,Mid,21.33
15,Bachelors,BI Analyst,Pune,4,Startup,54.74
12,Masters,ML Engineer,Hyderabad,3,Enterprise,55.87
9,Masters,Data Analyst,Hyderabad,2,Mid,30.56
11,Masters,ML Engineer,Delhi,3,Enterprise,52.4
1,Masters,Data Scientist,Mumbai,5,Enterprise,29.79
2,Masters,Data Scientist,Bangalore,2,Startup,19.89
9,Masters,Data Analyst,Mumbai,5,Enterprise,47.05
1,PhD,ML Engineer,Mumbai,1,Startup,17.87
12,Bachelors,BI Analyst,Hyderabad,3,Mid,40.11
12,Masters,BI Analyst,Hyderabad,4,Enterprise,59.01
17,Bachelors,ML Engineer,Hyderabad,2,Enterprise,58.25
2,Masters,ML Engineer,Mumbai,3,Mid,26.59
6,Masters,ML Engineer,Bangalore,4,Startup,42.71
13,Bachelors,Data Analyst,Hyderabad,1,Enterprise,38.81
19,Masters,Data Scientist,Pune,2,Mid,62.46
16,Bachelors,BI Analyst,Bangalore,5,Enterprise,60.1
20,Masters,Data Analyst,Pune,1,Startup,55.8
11,Bachelors,ML Engineer,Bangalore,4,Startup,56.96
15,Masters,ML Engineer,Hyderabad,2,Startup,52.79
11,Bachelors,Data Scientist,Delhi,2,Startup,35.41
14,Masters,ML Engineer,Hyderabad,1,Mid,48.94
9,Bachelors,Data Analyst,Mumbai,2,Enterprise,27.8
6,PhD,Data Analyst,Mumbai,4,Mid,38.67
19,PhD,Data Scientist,Bangalore,1,Startup,58.34
4,PhD,Data Analyst,Mumbai,5,Startup,37.37
0,Masters,BI Analyst,Hyderabad,1,Startup,10.71
16,Masters,Data Analyst,Pune,1,Startup,49.67
2,Bachelors,Data Analyst,Hyderabad,5,Enterprise,27.88
12,Bachelors,Data Analyst,Bangalore,4,Startup,49.52
13,Bachelors,BI Analyst,Mumbai,3,Enterprise,45.13
17,Masters,ML Engineer,Pune,3,Startup,67.5
3,PhD,Data Analyst,Delhi,5,Enterprise,34.27
17,Bachelors,Data Scientist,Pune,4,Enterprise,65.3
4,PhD,BI Analyst,Pune,2,Startup,28.32
15,Masters,Data Scientist,Hyderabad,5,Mid,74.51
0,Masters,Data Analyst,Delhi,3,Mid,14.24
20,Bachelors,Data Scientist,Bangalore,4,Mid,79.97
13,Bachelors,Data Analyst,Bangalore,1,Mid,40.97
14,Masters,BI Analyst,Pune,4,Mid,63.08
8,Masters,Data Scientist,Pune,4,Startup,48.92
14,Bachelors,Data Scientist,Mumbai,3,Startup,50.27
16,Masters,Data Analyst,Delhi,3,Startup,59.87
3,PhD,Data Analyst,Pune,2,Startup,23.2
11,Masters,ML Engineer,Mumbai,2,Startup,47.14
4,PhD,Data Analyst,Delhi,5,Startup,37.58
4,Bachelors,Data Analyst,Bangalore,1,Enterprise,15.06
10,Bachelors,ML Engineer,Mumbai,2,Enterprise,44.69
5,Masters,Data Analyst,Delhi,3,Startup,32.81
6,Bachelors,Data Analyst,Mumbai,4,Startup,38.47
13,Bachelors,ML Engineer,Pune,5,Enterprise,58.51
10,Bachelors,BI Analyst,Hyderabad,2,Enterprise,30.39
12,Bachelors,BI Analyst,Bangalore,4,Startup,53.11
1,Bachelors,Data Analyst,Pune,4,Enterprise,26.48
6,Bachelors,Data Analyst,Pune,2,Mid,27.03
19,Bachelors,ML Engineer,Delhi,1,Mid,60.36
